The difference between 9 times the age of Charles now and 19 times Julian 43 years from now will be -1516,9
The difference between 14 times the age of Christina 13 years from now and 16 times Robert's age 13 years hence will be -72,14
The difference between 16 times the age of Milton 23 years from now and 19 times that of Kelly 23 years from now will be -202,16
The product of 18 times Richard's age 40 years from now and 18 times that of Donald at present is 395928,18
The sum of John's age at present and 8 times that of John at present is 86,86
The difference between 7 times Patricia's age 2 years from now and 14 times Mary 2 years hence will be -399,7
The ratio between Cornell's age now and Theresa 15 years from now will be 57 : 90,1
The difference between 10 times the age of Darlene 7 years in the past and 11 times that of Laura's age 32 years from now will be -771,10
The difference between 2 times Dusty's age 43 years from now and 11 times the age of Arlene 9 years in the past was -126,2
12 times the age of Pauline 12 years from now will be 28 times the age of Daniel at present,12
195 times the age of Evelyn 3 years in the past was 81 times that of Johnny's age 24 years hence,195
The difference between 4 times the age of Julia now and 3 times that of Walter's age 32 years in the past was 130,4
The ratio between the age of Pamela 28 years from now and Michelle 7 years in the past was 9 by 6,6
38 times the age of Adam 4 years ago was 3 times that of Anna 4 years in the past,38
The ratio between the age of Frances 11 years hence and Douglas's age 23 years ago was 42 by 5,5
The product of 10 times the age of William 29 years hence and 2 times Darryl 29 years hence will be 40300,10
The sum of 15 times the age of Scott 3 years ago and 3 times Martha 1 years from now will be 411,15
9 times the age of Gregory 7 years from now will be 66 times that of Gregory now,9
The ratio between Kenneth's age 3 years ago and that of Cordell 3 years in the past was 102 by 3,3
The product of 4 times the age of Dwight now and 9 times the age of Anna at present is 23184,4
2 times Marie's age 25 years hence will be 4 times the age of Matthew at present,NaN
43 times Michael's age now is 38 times the age of Robert 31 years hence,NaN
232 times the age of Roxanne 12 years in the past was 108 times the age of Opal 11 years from now,NaN
The difference between 13 times George's age 4 years in the past and 12 times Damon 4 years ago was 424,NaN
The product of 16 times Cheryl's age now and 5 times Charles 44 years from now will be 78400,NaN
The difference between 11 times the age of Hilda 5 years ago and 5 times the age of Edward 5 years in the past was 280,NaN
The ratio between Maria's age 32 years hence and Lourie 4 years ago was 237 : 72,NaN
42 times Matthew's age at present is 2 times Lynda 1 years ago,NaN
The sum of 7 times Annie's age now and 17 times that of Dorothy's age 43 years from now will be 1194,NaN
The ratio between the age of Daniel 31 years hence and that of Maurice's age now is 70 : 37,NaN
The difference between 9 times Timothy's age 5 years from now and 7 times the age of Katrina 5 years from now will be 379,NaN
68 times the age of Chester 19 years hence will be 42 times that of Dan's age 19 years from now,NaN
The sum of 7 times the age of Karl at present and 5 times Marion's age at present is 298,NaN
The product of 18 times the age of Gene 11 years in the past and 6 times that of Jonathan's age at present is 3024,NaN
30 times the age of Douglas 3 years ago was 2 times Gladys's age now,NaN
The difference between 14 times Dorothy's age now and 8 times that of William now is 646,NaN
The difference between 5 times John's age 2 years from now and 8 times that of Waldo 2 years from now will be -233,NaN
The ratio between the age of David at present and the age of Tera 2 years ago was 8 : 46,NaN
87 times Edith's age 26 years from now will be 48 times the age of Javier 26 years from now,NaN
The product of 13 times the age of Fran 35 years hence and 19 times that of Mary 4 years ago was 326040,NaN
The product of 18 times Eugene's age 2 years in the past and 19 times that of Linda 2 years in the past was 6156,NaN
The sum of 11 times Robert's age at present and 11 times Ralph's age 5 years hence will be 979,NaN
The difference between 16 times Brenda's age 12 years hence and 3 times that of Ernest at present is 476,NaN
The sum of 9 times Betty's age at present and Delbert's age now is 429,NaN
The ratio between Jeffrey's age 2 years in the past and the age of Lela 17 years from now will be 96 : 63,NaN
The difference between 5 times the age of Barbara 8 years ago and the age of Ruben 8 years in the past was 181,NaN
The ratio between George's age 10 years hence and that of Brandon's age now is 44 by 64,NaN
The sum of 8 times Reginald's age at present and 8 times David's age 3 years ago was 664,NaN
The difference between 19 times Janie's age now and 18 times that of Luisa's age at present is -358,NaN
The product of 13 times Joseph's age now and 11 times David's age at present is 156156,NaN
The product of 15 times Cynthia's age 45 years from now and 17 times James's age 3 years ago was 169065,NaN
The difference between 5 times Mary's age 19 years from now and 12 times Brandon 19 years from now will be -497,NaN
The ratio between Kathleen's age now and that of Robert 4 years in the past was 57 by 54,NaN
The ratio between the age of Gail 29 years hence and the age of Ward 29 years from now will be 66 by 74,NaN
6 times the age of Ben 6 years in the past was 105 times that of Mary 6 years in the past,NaN
The sum of 5 times Robert's age at present and 7 times that of Robert 4 years hence will be 453,NaN
The sum of 16 times Leroy's age now and 11 times that of Ida's age now is 607,NaN
The product of 13 times the age of Lindsey at present and 11 times that of Francine 31 years hence will be 21879,NaN
The ratio between Robert's age now and the age of Lela now is 18 by 82,NaN
The sum of 19 times the age of Leonard 28 years in the past and 4 times that of John's age 28 years in the past was 391,NaN
The product of 10 times the age of Latoya 2 years ago and 13 times Martin at present is 11700,NaN
106 times Pamela's age at present is 24 times that of Peter's age 29 years hence,NaN
The sum of 4 times Terry's age 1 years ago and 11 times that of Dorothy's age 16 years from now will be 306,NaN
The ratio between Paul's age 5 years in the past and that of Ann's age now is 8 : 108,NaN
The product of 14 times the age of Thelma 5 years in the past and 3 times that of Brian's age 5 years in the past was 3192,NaN
The difference between 6 times Shirley's age at present and 7 times that of Adam's age 16 years in the past was 142,NaN
The sum of 3 times Lynn's age 35 years hence and 18 times John's age at present is 606,NaN
110 times Allen's age 1 years in the past was 2 times the age of Darryl 10 years from now,NaN
The sum of 17 times the age of David 17 years ago and 12 times the age of Kenneth at present is 743,NaN
The ratio between the age of Jason 35 years hence and Kenneth 3 years in the past was 208 by 164,NaN
The product of 10 times the age of Patrick 6 years ago and 18 times that of Edward's age 6 years in the past was 35100,NaN
16 times the age of Duane 18 years in the past was 12 times that of Roger's age 18 years in the past,NaN
The sum of 9 times Stephanie's age 14 years in the past and 14 times that of Kristopher's age 20 years hence will be 737,NaN
The sum of 15 times the age of Sabrina at present and 4 times Sandra 8 years from now will be 498,NaN
The sum of 3 times the age of Asia 13 years hence and 4 times that of Vivian 7 years ago was 166,NaN
42 times the age of George 10 years hence will be 22 times Brandon 10 years hence,42
The sum of 9 times John's age 34 years from now and 15 times that of Janine's age 12 years ago was 771,NaN
The product of 18 times Bonnie's age now and 3 times the age of Irene 34 years hence will be 18144,18144
The sum of 16 times Marina's age now and 9 times the age of Stanley 21 years ago was 591,16
The product of 13 times Robert's age 5 years from now and 19 times that of Jennifer 5 years hence will be 200070,5
The ratio between the age of Andrea at present and that of Nancy's age at present is 68 by 16,68
The difference between 5 times David's age now and 18 times the age of Julie 12 years ago was 46,NaN
The ratio between the age of Hettie 40 years from now and that of Donald's age 40 years hence will be 46 by 32,46
The product of 2 times the age of Carolyn 12 years ago and 11 times Stanley's age 2 years from now will be 7722,2
The difference between the age of David 6 years hence and 6 times the age of Gary 8 years ago was -64,NaN
The difference between 14 times Cleo's age 23 years hence and 3 times James at present is 894,14
The difference between 6 times Marla's age 44 years from now and 5 times Ernest's age 6 years in the past was 307,307
The sum of 15 times Rita's age 22 years in the past and 16 times the age of David 27 years from now will be 1265,NaN
The sum of 8 times the age of Samatha 5 years ago and 17 times that of Sarah's age at present is 395,NaN
134 times the age of Richard 9 years in the past was 74 times Michael's age 49 years from now,49
106 times Pamela's age at present is 24 times that of Peter's age 29 years hence,106
The ratio between the age of Adam 2 years ago and the age of Jennifer at present is 1 by 1,1
The difference between 5 times Michael's age now and 11 times that of Ron now is -228,NaN
The difference between Daniel's age 2 years ago and 10 times Susan's age now is -13,NaN
The sum of 13 times the age of Rose 11 years ago and 10 times the age of Rachel now is 352,352
The ratio between Mathew's age at present and Patricia 2 years in the past was 74 : 22,22
The difference between 11 times the age of Charles 4 years ago and 8 times that of Lola 49 years hence will be -207,NaN
136 times Juanita's age 16 years in the past was 60 times Evelyn's age at present,16
36 times William's age at present is 44 times that of Scott now,1
128 times John's age 19 years in the past was 28 times that of Martha 48 years hence,48
The ratio between the age of Vivian 31 years from now and that of Jackie at present is 76 by 46,NaN
The ratio between Shanda's age 7 years ago and that of Rose's age now is 10 by 58,58
The sum of Rosalia's age 3 years ago and 9 times the age of Calvin at present is 158,158
The difference between 12 times the age of Laura at present and 10 times the age of Julie at present is 126,126
The age of Carmen 28 years ago was Alice 28 years ago,NaN
24 times the age of Juanita 16 years in the past was 20 times Evelyn 16 years in the past,NaN
The sum of 4 times the age of Norman 35 years hence and 10 times that of Willie's age 35 years hence will be 934,35
The ratio between Bridget's age 10 years ago and the age of Pauline 10 years in the past was 15 by 6,NaN
The sum of 10 times Karen's age 20 years in the past and 4 times that of Jose 20 years ago was 126,20
The product of 10 times Dorris's age 37 years from now and 13 times the age of Eddie now is 323830,10
The sum of 12 times the age of Joseph 21 years ago and 17 times Donald's age 28 years hence will be 1168,1168
The ratio between William's age at present and the age of Ann 8 years in the past was 63 : 15,15
The ratio between the age of Rogelio at present and that of Linda 2 years in the past was 44 : 4,4
The difference between 7 times the age of Christopher 8 years ago and 3 times the age of Crystal 8 years in the past was -10,8
The sum of 2 times Michael's age 7 years in the past and 13 times Kenneth's age at present is 336,2
The product of 14 times Irene's age at present and 2 times that of Jennifer's age 1 years ago was 308,308
69 times Charlie's age 44 years hence will be 174 times Mary 9 years ago,NaN
The difference between 7 times Reginald's age at present and 3 times that of Alicia's age 19 years from now will be -36,19
The ratio between Zita's age at present and Jewell's age now is 51 : 144,NaN
3 times the age of Charlie 29 years from now will be 216 times Robin's age 6 years ago,3
The ratio between the age of Charles at present and Gabriela now is 39 by 43,43
The product of 11 times the age of Alison 2 years in the past and 17 times the age of Robert 35 years from now will be 243100,35
The product of 2 times the age of Michael 19 years in the past and 16 times that of Jose's age now is 12672,NaN
The difference between 10 times Bonnie's age 15 years ago and that of Jacqueline at present is 231,NaN
The ratio between Jeremy's age 4 years hence and Thomas 4 years from now will be 9 by 6,6
The sum of 12 times Patricia's age 6 years ago and 8 times the age of Angela at present is 464,12
The difference between 19 times Barbra's age now and 2 times that of Candie's age 44 years from now will be 259,NaN
The product of John's age 26 years in the past and 4 times the age of John 26 years ago was 48,NaN
The sum of 2 times the age of Francis 2 years in the past and 5 times Kathryn's age at present is 229,2
The sum of 8 times the age of Ernest 30 years from now and 16 times that of Alex 2 years ago was 856,2
37 times Dolores's age 14 years hence will be 62 times Lauren at present,37
The product of 17 times Earl's age 2 years in the past and 19 times that of Lisa 21 years hence will be 298452,21
The ratio between the age of Cheryl 7 years hence and the age of Andrew 3 years in the past was 164 : 44,44
The ratio between Curt's age 5 years ago and that of James now is 86 : 12,NaN
25 times the age of Joseph at present is 22 times that of Mary at present,NaN
The product of 2 times the age of Carolyn 12 years ago and 11 times Stanley's age 2 years from now will be 7722,2
The sum of 2 times the age of Charlotte 5 years ago and 13 times Shawn's age 41 years hence will be 881,2
The difference between 18 times the age of Marvin 5 years ago and that of Angel's age 45 years from now will be 363,NaN
The ratio between the age of Muriel at present and that of Milton 18 years from now will be 14 by 120,120
The product of 11 times the age of Mark 6 years ago and 12 times that of Sheldon's age 18 years hence will be 282744,11
The ratio between the age of Jessica now and Barry 36 years from now will be 2 by 12,2
3 times Carl's age 17 years from now will be 26 times that of Jeff 5 years ago,NaN
The sum of 13 times the age of Nellie now and 14 times that of Kimberly 4 years ago was 216,1
The product of 10 times Richard's age 30 years from now and 12 times Richard 2 years in the past was 88800,88800
The difference between 12 times the age of Damien 5 years from now and 10 times the age of Leslie at present is -56,NaN
The product of 9 times Debra's age now and 6 times that of Shirley's age 36 years hence will be 69984,69984
The product of 15 times the age of Jessie 7 years ago and 6 times Cynthia at present is 1440,1440
The difference between 17 times Delores's age 6 years hence and 14 times Micheal's age 6 years hence will be -266,NaN
The ratio between Carol's age now and that of David's age 47 years hence will be 10 by 42,NaN
The sum of 8 times Cayla's age 46 years hence and 15 times the age of Bernard at present is 876,8
The difference between 6 times Sandra's age at present and 16 times that of Terry 17 years hence will be -750,NaN
4 times the age of Anna 47 years hence will be 29 times that of Eugene's age at present,NaN
The sum of 14 times William's age 25 years hence and 12 times that of Theresa's age 6 years in the past was 1036,NaN
252 times the age of Steven at present is 184 times that of Annie 47 years hence,NaN
104 times Steven's age 20 years in the past was 20 times that of Curt now,NaN
The product of 15 times the age of Karen 12 years from now and 15 times the age of Barbara 12 years hence will be 99450,NaN
The ratio between the age of Will now and that of Kevin 5 years ago was 21 : 3,NaN
The product of 11 times Haydee's age 5 years hence and 14 times that of Brian now is 322014,NaN
The product of 16 times the age of Michael 2 years ago and 3 times the age of Paula 2 years ago was 23040,NaN
The difference between 16 times the age of James 1 years hence and 5 times Patricia now is 738,NaN
The product of 2 times Katelyn's age now and 11 times that of Walter's age 40 years hence will be 64944,NaN
The sum of 7 times Leonard's age now and 18 times the age of Michelle at present is 1197,NaN
The product of 14 times Anthony's age at present and 9 times that of Brenda 3 years from now will be 120582,NaN
The difference between 5 times the age of Randall 3 years ago and 14 times that of Shirley 3 years ago was 101,NaN
The product of 13 times the age of Joan 3 years in the past and 8 times Nicholas's age 3 years in the past was 37440,NaN
The difference between 8 times the age of Molly 9 years ago and 3 times that of Willie's age 20 years hence will be -105,NaN
The difference between 3 times the age of Laura 10 years in the past and 9 times the age of Romona at present is -9,NaN
The difference between 13 times Jeffrey's age 2 years in the past and 12 times that of Laurence 2 years in the past was 81,NaN
The product of 4 times Justin's age 15 years in the past and that of Rosemary 34 years from now will be 1824,NaN
The product of Ginger's age at present and 8 times that of Joan's age 5 years in the past was 5488,NaN
The sum of 11 times the age of James 13 years from now and 9 times the age of Madelyn 11 years in the past was 429,NaN
8 times the age of Kenneth now is 74 times Cordell now,NaN
The difference between 19 times the age of Zora 6 years in the past and 11 times that of George at present is -243,NaN
The difference between 8 times the age of Valerie 13 years from now and 5 times Raul now is 167,NaN
The product of 6 times the age of Brian at present and 16 times that of Helen 22 years from now will be 282240,NaN
The sum of Mona's age 8 years from now and 19 times the age of Melvin now is 611,NaN
The ratio between Larry's age at present and Harold's age 9 years ago was 148 : 60,NaN
The product of 6 times Erica's age 31 years hence and 5 times Elise 31 years from now will be 49980,NaN
The product of 6 times the age of Diane now and 15 times that of Thomas at present is 83160,NaN
The sum of 16 times the age of Thomas at present and 2 times that of Dolores's age 1 years from now will be 830,NaN
The difference between 2 times Carolyn's age 2 years ago and 3 times Julia's age 25 years from now will be -172,NaN
The difference between 12 times the age of Nathan 2 years ago and the age of Denise 2 years in the past was 381,NaN
The ratio between Tommie's age 5 years ago and that of Rebecca 12 years from now will be 16 by 29,NaN
The sum of 6 times Doris's age 17 years ago and 11 times that of Cathy now is 505,NaN
The ratio between Shanda's age 7 years ago and that of Rose's age now is 10 by 58,NaN
The ratio between Susan's age now and Christopher's age at present is 172 by 36,NaN
The difference between 19 times Loretta's age 17 years hence and 11 times the age of John 17 years from now will be -64,NaN
The ratio between the age of Marianne 23 years hence and that of Gabriel's age 2 years in the past was 2 : 3,NaN
The ratio between Debra's age 6 years in the past and the age of Cynthia at present is 123 : 141,NaN
The ratio between the age of Kathleen 11 years in the past and Stephine's age 31 years hence will be 36 : 92,NaN
219 times Harry's age 36 years from now will be 222 times that of Minnie 36 years from now,NaN
The ratio between Robert's age now and that of Donald's age 36 years from now will be 24 by 148,NaN
The difference between 17 times the age of Ray 36 years hence and 11 times Frederick 36 years hence will be 585,NaN
2 times Beth's age 49 years from now will be 42 times that of Willie at present,NaN
The product of 14 times the age of Harvey 19 years in the past and 15 times Harold 8 years hence will be 103320,NaN
147 times George's age at present is 69 times that of Paula's age now,NaN
The ratio between the age of Lillian 17 years hence and Oscar now is 117 : 75,NaN
The ratio between the age of Miguel 4 years ago and the age of Jennifer 48 years from now will be 56 : 110,NaN
The difference between 10 times the age of Joseph at present and 12 times the age of Colin now is 276,NaN
The difference between 5 times the age of June 47 years from now and 9 times that of Sonia 4 years in the past was -93,NaN
The ratio between the age of Peter 7 years ago and Beatrice's age 7 years in the past was 24 : 2,NaN
The difference between 11 times Devin's age 2 years ago and 15 times the age of Roland 2 years in the past was 61,NaN
The sum of 5 times the age of Marie 25 years from now and 3 times that of Matthew at present is 377,NaN
114 times Nathan's age now is 70 times that of David 31 years hence,NaN
45 times the age of Norman 42 years hence will be 147 times Randall 4 years ago,NaN
The product of 3 times the age of Harry at present and 13 times that of Josephine's age 16 years from now will be 55614,NaN
The difference between 17 times the age of Linda 1 years in the past and 19 times Yong 1 years in the past was 219,NaN
The ratio between Alma's age 19 years hence and Adam's age 5 years ago was 106 by 88,NaN
The sum of 8 times Reginald's age at present and 8 times David's age 3 years ago was 664,NaN
The product of 14 times Irene's age at present and 2 times that of Jennifer's age 1 years ago was 308,NaN
66 times Randy's age 37 years hence will be 166 times Heriberto at present,NaN
57 times Becky's age 7 years hence will be 75 times Jamie's age 11 years in the past,NaN
The sum of 9 times the age of Mona 43 years hence and that of Stephen's age at present is 604,NaN
18 times Robert's age 13 years ago was 26 times Tammy's age 13 years in the past,NaN
The sum of 13 times William's age 28 years from now and 16 times Ann 8 years ago was 1070,NaN
The difference between 16 times the age of Angel 1 years in the past and 5 times Deborah's age now is 742,NaN
The difference between 13 times Steven's age 17 years in the past and 8 times Betty's age 17 years in the past was 192,NaN
The sum of 18 times Asia's age 7 years in the past and that of Vivian 13 years hence will be 150,NaN
The sum of 16 times the age of Carrie now and 4 times Sonia 3 years from now will be 160,NaN
The product of Cindy's age at present and 6 times William 43 years hence will be 9522,NaN
The ratio between Earle's age 42 years from now and Brittany's age at present is 28 : 10,NaN
The product of 12 times the age of Robert 42 years from now and 12 times the age of Bo 16 years ago was 94608,NaN
The sum of 12 times Charles's age at present and 15 times the age of Brenda 4 years in the past was 510,NaN
The ratio between the age of Robin 3 years in the past and the age of Janet 48 years from now will be 90 : 112,NaN
The ratio between Chris's age now and Blanche 2 years in the past was 8 by 1,NaN
The difference between 17 times Gregory's age at present and 10 times the age of Julie now is 174,NaN
The sum of 16 times James's age at present and 9 times Suzanne's age 25 years hence will be 1028,NaN
49 times the age of Peter 3 years from now will be 52 times the age of Grant 3 years from now,NaN
The product of 11 times the age of Darryl 2 years hence and 4 times the age of Klara at present is 6600,NaN
43 times John's age 11 years from now will be 30 times Christine's age 4 years ago,NaN
33 times the age of Lucille 3 years hence will be 40 times the age of Nathaniel 3 years from now,NaN
The product of 2 times the age of Mason 28 years from now and 18 times the age of Bernice 28 years hence will be 98784,NaN
The difference between 11 times the age of Frances 4 years ago and 7 times Lindsey's age 29 years from now will be -265,NaN
The product of 4 times the age of Helen now and 10 times that of Charlotte's age at present is 74880,NaN
The sum of 3 times the age of Matthew 14 years ago and 6 times Jessie 14 years in the past was 162,NaN
The product of 15 times Scott's age at present and 5 times the age of Martina 1 years ago was 2400,NaN
The sum of 9 times the age of Irene 44 years from now and 15 times the age of John 44 years from now will be 1458,NaN
The product of 2 times the age of Dale 1 years ago and 9 times that of Jean's age now is 774,NaN
The sum of 14 times Lisa's age 45 years hence and 18 times Chester's age 5 years in the past was 992,NaN
The ratio between the age of Maritza 46 years from now and Samuel 5 years ago was 87 by 60,NaN
The ratio between Judy's age 9 years in the past and Thomas at present is 45 by 57,NaN
The ratio between Kathryn's age now and Elizabeth at present is 63 : 15,NaN
The sum of Laura's age 12 years hence and 16 times Kyle's age at present is 263,NaN
The product of 16 times Carla's age 3 years from now and 19 times Jeffrey's age 3 years from now will be 91200,NaN
The difference between 12 times the age of Laura 13 years from now and 17 times the age of Marian 2 years in the past was 0,NaN
The ratio between the age of Milton now and Kelly's age 2 years in the past was 152 by 148,NaN
The ratio between Juanita's age at present and Annie 2 years in the past was 5 : 29,NaN
The difference between 18 times Tricia's age 20 years ago and 5 times that of Kelsey now is 96,NaN
12 times Regina's age now is 9 times the age of Kimberly at present,NaN
The ratio between Lydia's age now and Dean's age 31 years from now will be 15 : 117,NaN
